entry_time,exit_time,direction,model,tag,entry,exit,stop,target,reason,risk_ticks,total_r,moved_be,partial_taken
2026-08-14 11:58:00,2026-08-14 12:00:00,long,ou_lunch,ou_lunch_long,30064.75,30083.4375,30051.0,30167.75,trail,55.0,1.3590909090909091,True,True
2026-08-14 13:54:00,2026-08-14 13:59:00,long,pm_mom,pm_mom_long,30074.5,30084.4375,30063.75,30096.0,trail,43.0,0.9244186046511628,True,True
2026-08-17 10:22:00,2026-08-17 10:23:00,long,vwap_scalp,vwap_scalp_long,30173.5,30173.4375,30161.25,30192.5,trail,49.0,-0.00510204081632653,True,True
2026-08-17 13:25:00,2026-08-17 13:27:00,long,ema_rev,ema_rev_long,30107.5,30107.4375,30094.25,30135.25,trail,53.0,-0.0047169811320754715,True,True
2026-08-17 13:32:00,2026-08-17 13:33:00,long,vwap_rev,vwap_rev_long,30100.5,30113.4375,30089.5,30207.25,trail,44.0,1.1761363636363635,True,True
2026-08-17 14:04:00,2026-08-17 14:05:00,long,ou_rev,ou_rev_long,30101.25,30088.6875,30088.75,30199.25,stop,50.0,-1.005,False,False
2026-08-17 14:11:00,2026-08-17 14:13:00,long,ou_rev,ou_rev_long,30094.0,30107.6875,30080.5,30197.25,trail,54.0,1.0138888888888888,False,True
2026-08-17 14:14:00,2026-08-17 14:20:00,long,ou_rev,ou_rev_long,30102.25,30090.4375,30090.5,30196.5,stop,47.0,-1.0053191489361701,False,False
2026-08-17 14:23:00,2026-08-17 14:24:00,long,ou_rev,ou_rev_long,30099.5,30107.6875,30088.75,30195.0,trail,43.0,0.7616279069767442,True,True
2026-08-18 10:15:00,2026-08-18 10:16:00,long,ou_rev,ou_rev_long,29587.0,29619.9375,29567.5,29671.25,trail,78.0,1.689102564102564,True,True
2026-08-18 10:23:00,2026-08-18 10:24:00,long,or_rev,or_rev_long,29607.0,29661.4375,29592.25,29700.5,trail,59.0,3.690677966101695,True,True
2026-08-19 10:34:00,2026-08-19 10:34:00,long,or_rev,or_rev_long,29506.25,29491.6875,29491.75,29651.5,stop,58.0,-1.0043103448275863,False,False
2026-08-19 10:47:00,2026-08-19 10:48:00,long,trend,trend_cont_long,29561.0,29546.4375,29546.5,29602.0,stop,58.0,-1.0043103448275863,False,False
2026-08-19 11:08:00,2026-08-19 11:08:00,long,trend,trend_cont_long,29603.5,29589.1875,29589.25,29636.5,stop,57.0,-1.0043859649122806,False,False
2026-08-19 11:20:00,2026-08-19 11:24:00,long,trend,trend_cont_long,29623.0,29603.9375,29604.0,29662.5,stop,76.0,-1.0032894736842106,False,False
2026-08-19 13:43:00,2026-08-19 13:46:00,long,pm_mom,pm_mom_long,29538.5,29550.1875,29528.5,29558.5,trail,40.0,1.16875,True,True
2026-08-19 14:19:00,2026-08-19 14:20:00,long,ou_rev,ou_rev_long,29507.25,29507.1875,29491.0,29548.5,trail,65.0,-0.0038461538461538464,True,True
2026-08-20 11:25:00,2026-08-20 11:25:00,long,or_rev,or_rev_long,29321.25,29306.6875,29306.75,29404.5,stop,58.0,-1.0043103448275863,False,False
2026-08-20 11:37:00,2026-08-20 11:38:00,long,ou_lunch,ou_lunch_long,29301.25,29301.1875,29286.75,29377.75,trail,58.0,-0.004310344827586207,True,True
2026-08-20 12:16:00,2026-08-20 12:18:00,long,ou_lunch,ou_lunch_long,29314.0,29323.1875,29303.5,29369.75,trail,42.0,0.875,True,True
2026-08-20 13:39:00,2026-08-20 13:45:00,long,vwap_scalp,vwap_scalp_long,29292.5,29300.6875,29281.75,29329.0,trail,43.0,0.7616279069767442,False,True
2026-08-20 13:51:00,2026-08-20 13:54:00,long,pm_mom,pm_mom_long,29319.75,29302.4375,29302.5,29355.0,stop,69.0,-1.0036231884057971,False,False
2026-08-20 14:05:00,2026-08-20 14:05:00,long,vwap_rev,vwap_rev_long,29260.0,29249.9375,29250.0,29360.75,stop,40.0,-1.00625,False,False
2026-08-20 14:16:00,2026-08-20 14:18:00,short,trend,trend_cont_short,29219.0,29219.0625,29233.5,29189.25,trail,58.0,-0.004310344827586207,True,True
2026-08-21 10:31:00,2026-08-21 10:32:00,long,or_rev,or_rev_long,29286.25,29304.4375,29275.5,29394.0,trail,43.0,1.691860465116279,True,True
2026-08-21 13:06:00,2026-08-21 13:09:00,long,kalman_mom,kalman_mom_long,29413.25,29422.9375,29402.0,29440.5,trail,45.0,0.8611111111111112,False,True
2026-08-24 09:51:00,2026-08-24 09:52:00,long,ou_rev,ou_rev_long,28990.75,28990.6875,28972.75,29075.0,trail,72.0,-0.003472222222222222,True,True
2026-08-24 10:10:00,2026-08-24 10:11:00,long,ou_rev,ou_rev_long,28976.25,28958.9375,28959.0,29047.75,stop,69.0,-1.0036231884057971,False,False
2026-08-24 10:14:00,2026-08-24 10:15:00,long,ou_rev,ou_rev_long,28970.5,28998.9375,28952.5,29044.25,trail,72.0,1.5798611111111112,True,True
2026-08-24 10:27:00,2026-08-24 10:28:00,long,vwap_scalp,vwap_scalp_long,28989.5,29019.4375,28978.25,29013.5,trail,45.0,2.661111111111111,True,True
2026-08-25 10:09:00,2026-08-25 10:13:00,long,or_rev,or_rev_long,29256.75,29256.6875,29243.0,29327.75,trail,55.0,-0.004545454545454545,True,True
2026-08-25 10:51:00,2026-08-25 10:52:00,long,ou_rev,ou_rev_long,29224.25,29249.9375,29207.25,29292.5,trail,68.0,1.5110294117647058,True,True
2026-08-25 10:54:00,2026-08-25 10:56:00,long,ou_rev,ou_rev_long,29254.25,29235.1875,29235.25,29291.5,stop,76.0,-1.0032894736842106,False,False
2026-08-25 11:08:00,2026-08-25 11:10:00,long,ou_rev,ou_rev_long,29210.5,29223.4375,29196.0,29286.5,trail,58.0,0.8922413793103449,False,True
2026-08-25 11:11:00,2026-08-25 11:15:00,long,ou_rev,ou_rev_long,29222.25,29240.9375,29205.75,29285.75,trail,66.0,1.1325757575757576,False,True
